StateAbbr,CountyName,CountyFIPS,Obesity_2023,Obesity_2030
PA,Union,42119,33.7,36.1901485
MO,Iron,29093,40,42.95566588
MO,Lewis,29111,43.9,47.1438433
VA,Campbell,51031,33.7,36.1901485
MS,Pearl River,28109,39.1,41.9891634
MN,Roseau,27135,36,38.66009929
TN,Marshall,47117,32.8,35.22364602
VA,Cumberland,51049,40.5,43.4926117
TX,Fayette,48149,35.8,38.44532096
WI,Crawford,55023,37.3,40.05615843
MI,Iosco,26069,38.9,41.77438507
OK,Dewey,40043,37.7,40.48571509
VA,Russell,51167,40.4,43.38522254
SD,Grant,46051,36.9,39.62660177
NY,Bronx,36005,34.6,37.15665098
MA,Worcester,25027,31.3,33.61280855
LA,East Carroll,22035,50.2,53.90936068
IL,Macoupin,17117,34.1,36.61970516
NC,Stanly,37167,35.1,37.69359681
MO,Monroe,29137,41.1,44.13694669
VA,Floyd,51063,32.1,34.47192187
OR,Wheeler,41069,33.2,35.65320268
SC,Pickens,45077,31.5,33.82758688
ME,Washington,23029,37.1,39.8413801
NC,Halifax,37083,43.2,46.39211915
TX,Dawson,48115,40.3,43.27783337
TN,Hawkins,47073,37.8,40.59310425
KY,Letcher,21133,42.2,45.3182275
KY,Jessamine,21113,37.1,39.8413801
GA,Hancock,13141,43.2,46.39211915
KS,Sumner,20191,40.5,43.4926117
AR,St. Francis,5123,48.7,52.29852321
KS,Douglas,20045,29.6,31.78719275
TN,Sequatchie,47153,37.6,40.37832593
ND,Foster,38031,36.4,39.08965595
TN,Pickett,47137,36.8,39.51921261
IN,Franklin,18047,34.7,37.26404015
TX,Collin,48085,27.3,29.31724196
NM,Cibola,35006,38,40.80788258
AL,Clay,1027,41.7,44.78128168
NC,Macon,37113,36.5,39.19704511
AR,Crittenden,5035,43.8,47.03645414
NC,Washington,37187,42.9,46.06995165
KY,Bourbon,21017,37.3,40.05615843
NY,Kings,36047,26.6,28.56551781
VT,Grand Isle,50013,27.5,29.53202029
NY,Saratoga,36091,29.5,31.67980358
WI,Waukesha,55133,34,36.512316
ID,Clearwater,16035,33.7,36.1901485
MS,Issaquena,28055,44.5,47.78817829
VA,Hanover,51085,32.1,34.47192187
TX,Wichita,48485,35.8,38.44532096
OH,Butler,39017,43.4,46.60689748
TN,McMinn,47107,35.1,37.69359681
MT,Beaverhead,30001,32.3,34.6867002
TX,Nacogdoches,48347,39.5,42.41872005
MI,Charlevoix,26029,32.9,35.33103518
NE,Merrick,31121,44,47.25123247
WI,Dunn,55033,34.2,36.72709433
NE,Otoe,31131,38.8,41.6669959
WI,Trempealeau,55121,35.5,38.12315347
NC,Tyrrell,37177,39.6,42.52610922
AL,Limestone,1083,37.2,39.94876927
IN,Vanderburgh,18163,42,45.10344917
WI,Jackson,55053,37.5,40.27093676
WV,Greenbrier,54025,39.5,42.41872005
PA,Franklin,42055,37.8,40.59310425
OK,Canadian,40017,36.7,39.41182344
FL,Pasco,12101,,
TX,Val Verde,48465,39.6,42.52610922
WI,Manitowoc,55071,35.7,38.3379318
GA,Pulaski,13235,42,45.10344917
IL,Champaign,17019,29.6,31.78719275
NV,Nye,32023,38.1,40.91527175
MN,Wabasha,27157,36.8,39.51921261
MT,Madison,30057,30.9,33.18325189
SD,Buffalo,46017,46.5,49.93596158
MO,Henry,29083,38.1,40.91527175
AR,Faulkner,5045,35.7,38.3379318
MN,Dakota,27037,32.5,34.90147853
TX,Hood,48221,33,35.43842435
TX,Tom Green,48451,36.6,39.30443428
MS,Jefferson Davis,28065,43.7,46.92906497
AK,Copper River,2066,35.3,37.90837514
NY,Montgomery,36057,35.8,38.44532096
AR,Crawford,5033,39.6,42.52610922
FL,Hamilton,12047,,
CA,Sutter,6101,31.4,33.72019771
ND,Adams,38001,39.8,42.74088755
UT,Iron,49021,36.2,38.87487762
MN,Beltrami,27007,32.1,34.47192187
AZ,Mohave,4015,35.1,37.69359681
CA,Yuba,6115,33.9,36.40492683
VA,Falls Church,51610,31.6,33.93497604
MD,Dorchester,24019,38.5,41.34482841
IA,Allamakee,19005,35.9,38.55271013
AL,Barbour,1005,43.3,46.49950831
OK,Tulsa,40143,36.2,38.87487762
NM,Mora,35033,36,38.66009929
KY,Oldham,21185,32,34.3645327
KS,Labette,20099,43.2,46.39211915
MI,Benzie,26019,33.7,36.1901485
CO,El Paso,8041,27.8,29.85418779
TX,Ochiltree,48357,38.9,41.77438507
TX,Briscoe,48045,40.7,43.70739003
TX,Ward,48475,39.7,42.63349838
IL,Iroquois,17075,37.7,40.48571509
NJ,Cape May,34009,31.8,34.14975437
FL,Manatee,12081,,
OK,Woodward,40153,43.2,46.39211915
IA,Cedar,19031,39.9,42.84827671
CA,Los Angeles,6037,28.5,30.60591194
ND,Williams,38105,38.4,41.23743924
GA,Richmond,13245,40.1,43.06305504
CT,Litchfield,9005,27,28.99507447
NE,Hamilton,31081,40.7,43.70739003
VA,Northampton,51131,36.9,39.62660177
KS,Graham,20065,36.3,38.98226678
GA,White,13311,31.1,33.39803022
MO,Pettis,29159,41.9,44.99606001
OH,Clinton,39027,41.9,44.99606001
IN,Randolph,18135,37.9,40.70049342
NE,Loup,31115,38.3,41.13005008
NY,Fulton,36035,35.7,38.3379318
OH,Hardin,39065,39.9,42.84827671
TX,Titus,48449,39.8,42.74088755
LA,Vermilion,22113,38.8,41.6669959
WA,Ferry,53019,35.5,38.12315347
MI,Menominee,26109,37.1,39.8413801
GA,Bibb,13021,38.8,41.6669959
SD,Brown,46013,36.2,38.87487762
MS,Smith,28129,41.5,44.56650335
ID,Blaine,16013,29.8,32.00197108
KY,Marion,21155,40.6,43.60000087
SD,Lawrence,46081,31.3,33.61280855
ME,Penobscot,23019,36.2,38.87487762
IL,Randolph,17157,38.9,41.77438507
VA,York,51199,33.8,36.29753767
TN,Chester,47023,35.9,38.55271013
SD,Meade,46093,33.2,35.65320268
UT,Piute,49031,35.3,37.90837514
NE,Brown,31017,38.8,41.6669959
OH,Logan,39091,40.2,43.17044421
MO,DeKalb,29063,38.3,41.13005008
OR,Harney,41025,34.4,36.94187265
KY,Estill,21065,42.7,45.85517332
NC,Ashe,37009,38.2,41.02266091
LA,Tensas,22107,45.3,48.64729161
TX,Jeff Davis,48243,39.9,42.84827671
OK,Ottawa,40115,40.9,43.92216836
MT,Glacier,30035,44.9,48.21773495
WV,Boone,54005,41.9,44.99606001
GA,Twiggs,13289,37.5,40.27093676
TX,Guadalupe,48187,37.9,40.70049342
TX,Lamar,48277,37.5,40.27093676
ME,Lincoln,23015,27.5,29.53202029
IN,Steuben,18151,39.6,42.52610922
IA,Audubon,19009,37.5,40.27093676
ID,Nez Perce,16069,36.3,38.98226678
SC,Georgetown,45043,37.7,40.48571509
ND,Bowman,38011,37.4,40.1635476
SD,Tripp,46123,37.7,40.48571509
TX,Armstrong,48011,33.8,36.29753767
IN,Fayette,18041,41,44.02955752
IA,Wright,19197,39.1,41.9891634
NE,Saunders,31155,35.4,38.0157643
KS,Hamilton,20075,40.5,43.4926117
VA,Tazewell,51185,36.4,39.08965595
OH,Trumbull,39155,41.8,44.88867084
OR,Polk,41053,33.3,35.76059184
OK,Cimarron,40025,35.9,38.55271013
KS,Cowley,20035,42.9,46.06995165
MI,Livingston,26093,30.1,32.32413857
NC,Carteret,37031,32.7,35.11625686
CO,Rio Grande,8105,26.6,28.56551781
VA,Manassas Park,51685,37.7,40.48571509
LA,Grant,22043,39.1,41.9891634
TX,San Saba,48411,36.9,39.62660177
MT,Teton,30099,31.8,34.14975437
GA,Chatham,13051,32.6,35.00886769
ND,Dickey,38021,37.9,40.70049342
KS,Rawlins,20153,38.5,41.34482841
IN,Monroe,18105,30.4,32.64630607
NE,Red Willow,31145,36.6,39.30443428
MO,Cooper,29053,39.7,42.63349838
MI,Crawford,26039,37.9,40.70049342
IL,Edgar,17045,36.5,39.19704511
NV,Carson City,32510,32.4,34.79408936
SD,Oglala Lakota,46102,46.3,49.72118325
WY,Laramie,56021,32.2,34.57931103
GA,Coweta,13077,33.8,36.29753767
TX,McCulloch,48307,37.9,40.70049342
OK,McCurtain,40089,46.8,50.25812908
GA,Spalding,13255,36,38.66009929
LA,Madison,22065,45.8,49.18423743
NV,Humboldt,32013,35.7,38.3379318
PA,Northampton,42095,31.9,34.25714354
SD,Hand,46059,35.6,38.23054263
VA,Southampton,51175,38.3,41.13005008
NE,Dixon,31051,38.6,41.45221757
NE,Hitchcock,31087,43.5,46.71428664
NC,Pamlico,37137,37.7,40.48571509
TX,Carson,48065,35.1,37.69359681
KY,Todd,21219,41.1,44.13694669
PA,Bucks,42017,31.5,33.82758688
PA,Huntingdon,42061,38,40.80788258
ND,Sioux,38085,48.4,51.97635571
OK,Craig,40035,43.5,46.71428664
TX,DeWitt,48123,39.2,42.09655256
TX,Red River,48387,38.7,41.55960674
MA,Berkshire,25003,30.9,33.18325189
IA,Franklin,19069,38.8,41.6669959
AR,Pike,5109,37.3,40.05615843
MS,Yazoo,28163,46.2,49.61379409
AL,Hale,1065,45.9,49.29162659
AL,Houston,1069,39.6,42.52610922
MI,Keweenaw,26083,33.1,35.54581351
AR,Lafayette,5073,43,46.17734082
WI,La Crosse,55063,33.5,35.97537017
NE,York,31185,41.1,44.13694669
VA,Petersburg,51730,45.8,49.18423743
CO,Eagle,8037,21.9,23.51822707
MO,Mercer,29129,39.4,42.31133089
NC,Gates,37073,39.6,42.52610922
AL,Marengo,1091,47.1,50.58029657
IA,Monona,19133,40.4,43.38522254
AR,Nevada,5099,40.1,43.06305504
IN,Madison,18095,43.3,46.49950831
CO,La Plata,8067,21.6,23.19605957
AL,Washington,1129,41.8,44.88867084
TX,Fort Bend,48157,30.7,32.96847356
ND,Renville,38075,36.9,39.62660177
MI,Ottawa,26139,32.2,34.57931103
MO,Webster,29225,36.9,39.62660177
TX,Sherman,48421,36.6,39.30443428
ID,Fremont,16043,31.6,33.93497604
AR,Stone,5137,40.5,43.4926117
IL,Warren,17187,36.1,38.76748845
CO,Pueblo,8101,35.9,38.55271013
WI,Vilas,55125,36.1,38.76748845
AL,Conecuh,1035,44.9,48.21773495
GA,Floyd,13115,38.6,41.45221757
VA,Pulaski,51155,37.9,40.70049342
MN,Polk,27119,39.6,42.52610922
AR,Lawrence,5075,38.5,41.34482841
SD,Codington,46029,37.1,39.8413801
MT,Musselshell,30065,34.2,36.72709433
FL,St. Johns,12109,,
IN,Jackson,18071,41.2,44.24433585
PA,Clarion,42031,35.8,38.44532096
ID,Madison,16065,31.9,34.25714354
LA,Red River,22081,42.2,45.3182275
IA,Dickinson,19059,36.9,39.62660177
ID,Boundary,16021,34.5,37.04926182
KS,Coffey,20031,38.2,41.02266091
KS,Sedgwick,20173,39.2,42.09655256
AR,Searcy,5129,39,41.88177423
NY,Cattaraugus,36009,41.2,44.24433585
WI,Green,55045,37.8,40.59310425
TX,San Jacinto,48407,38.1,40.91527175
GA,Columbia,13073,34.9,37.47881848
WA,King,53033,23.6,25.34384287
KY,Breckinridge,21027,42.4,45.53300583
IL,Will,17197,34.2,36.72709433
CA,Calaveras,6009,30.6,32.8610844
NC,Cumberland,37051,39.1,41.9891634
GA,Bryan,13029,34.6,37.15665098
OH,Athens,39009,34.9,37.47881848
VA,Greene,51079,34.4,36.94187265
VA,Newport News,51700,45,48.32512411
OR,Josephine,41033,32.1,34.47192187
IN,Huntington,18069,37.7,40.48571509
NY,Ulster,36111,29.7,31.89458191
AL,Dale,1045,38.7,41.55960674
MT,Garfield,30033,32.7,35.11625686
NJ,Hunterdon,34019,28.4,30.49852277
MN,Stevens,27149,31.3,33.61280855
AL,Madison,1089,42,45.10344917
UT,Millard,49027,33.9,36.40492683
UT,Juab,49023,36.8,39.51921261
IA,Keokuk,19107,39.2,42.09655256
LA,Cameron,22023,36.5,39.19704511
TX,Andrews,48003,39.5,42.41872005
TX,Kimble,48267,36,38.66009929
VA,Fairfax,51059,24.8,26.63251284
OK,Osage,40113,41.3,44.35172502
IN,Starke,18149,42.2,45.3182275
WA,San Juan,53055,23.9,25.66601036
MT,Jefferson,30043,30.3,32.5389169
TN,Meigs,47121,36.8,39.51921261
SD,Harding,46063,36.2,38.87487762
WI,Marquette,55077,35.5,38.12315347
CO,Moffat,8081,29,31.14285776
NV,Esmeralda,32009,35.1,37.69359681
MT,Wheatland,30107,36.9,39.62660177
WI,Langlade,55067,42.2,45.3182275
NC,Granville,37077,41.3,44.35172502
TX,Loving,48301,36.3,38.98226678
ND,McIntosh,38051,37.8,40.59310425
TN,Unicoi,47171,38.1,40.91527175
TX,Colorado,48089,37.7,40.48571509
MN,Steele,27147,40.4,43.38522254
IN,LaPorte,18091,36.3,38.98226678
IA,Tama,19171,42.6,45.74778416
IA,Greene,19073,36.1,38.76748845
ID,Jefferson,16051,32.1,34.47192187
IN,Daviess,18027,35.4,38.0157643
ID,Kootenai,16055,28.8,30.92807943
CO,Ouray,8091,23.9,25.66601036
MO,Knox,29103,41,44.02955752
UT,Weber,49057,33.3,35.76059184
WA,Whitman,53075,30.4,32.64630607
KS,Osage,20139,43.7,46.92906497
MS,Alcorn,28003,38.7,41.55960674
AL,Sumter,1119,45,48.32512411
AR,Calhoun,5013,42,45.10344917
NJ,Warren,34041,31.7,34.04236521
NE,Howard,31093,37.5,40.27093676
SD,Jerauld,46073,36,38.66009929
TX,Real,48385,39.3,42.20394173
MO,Gasconade,29073,36.3,38.98226678
VT,Rutland,50021,30.2,32.43152774
LA,Caldwell,22021,41.2,44.24433585
CO,Las Animas,8071,30.5,32.75369523
CA,Lassen,6035,32,34.3645327
TX,Morris,48343,39.5,42.41872005
MI,Genesee,26049,42.4,45.53300583
MA,Middlesex,25017,23.4,25.12906454
GA,Wilkinson,13319,40.9,43.92216836
MO,Barry,29009,40.5,43.4926117
VA,Arlington,51013,24,25.77339953
CO,Custer,8027,24.6,26.41773451
OK,Atoka,40005,40.6,43.60000087
AL,Etowah,1055,39.4,42.31133089
WA,Clark,53011,32.2,34.57931103
IL,Kankakee,17091,37.6,40.37832593
MS,Humphreys,28053,50.4,54.12413901
OK,Harper,40059,39.8,42.74088755
AK,Bristol Bay,2060,36.4,39.08965595
GA,Baker,13007,41.7,44.78128168
LA,Jefferson,22051,36.3,38.98226678
MO,Cedar,29039,40.4,43.38522254
AL,Clarke,1025,43.1,46.28472998
OK,Pontotoc,40123,35.2,37.80098597
NJ,Middlesex,34023,28.5,30.60591194
WV,Monongalia,54061,32.7,35.11625686
NE,Chase,31029,36,38.66009929
GA,Forsyth,13117,26.4,28.35073948
KS,Kingman,20095,37.6,40.37832593
WI,Winnebago,55139,37,39.73399094
AL,Pike,1109,38.5,41.34482841
OR,Grant,41023,31.8,34.14975437
ID,Franklin,16041,37.3,40.05615843
ND,Richland,38077,38.1,40.91527175
SC,Charleston,45019,31.8,34.14975437
NE,Kimball,31105,40.8,43.8147792
CT,New Haven,9009,31.1,33.39803022
PA,Northumberland,42097,39.3,42.20394173
WI,Bayfield,55007,36.3,38.98226678
VA,Prince Edward,51147,37.7,40.48571509
MI,Kalkaska,26079,39,41.88177423
PA,Wayne,42127,34.2,36.72709433
MN,Pennington,27113,34,36.512316
WI,Kenosha,55059,37.3,40.05615843
MI,Washtenaw,26161,27.3,29.31724196
IL,Cook,17031,31.5,33.82758688
IN,Wells,18179,37.7,40.48571509
AR,Izard,5065,37.4,40.1635476
TX,Stephens,48429,35.9,38.55271013
IN,Decatur,18031,40.4,43.38522254
NY,Orleans,36073,41.6,44.67389251
MT,Pondera,30073,36.9,39.62660177
VA,Manassas,51683,35.2,37.80098597
WV,Fayette,54019,42.3,45.42561667
NE,Scotts Bluff,31157,39.7,42.63349838
KY,Warren,21227,37.9,40.70049342
MI,Barry,26015,37,39.73399094
ND,Burke,38013,37.8,40.59310425
MN,Crow Wing,27035,31.6,33.93497604
WY,Carbon,56007,36.4,39.08965595
AL,Monroe,1099,43.9,47.1438433
TN,Clay,47027,36.8,39.51921261
TX,Walker,48471,37,39.73399094
TX,Upshur,48459,36.5,39.19704511
GA,Jasper,13159,38.9,41.77438507
OH,Clark,39023,43,46.17734082
KY,Powell,21197,40.1,43.06305504
FL,Duval,12031,,
TX,Panola,48365,40.5,43.4926117
NH,Belknap,33001,30.8,33.07586273
KY,Perry,21193,42.6,45.74778416
CA,Stanislaus,6099,34.7,37.26404015
TN,Grainger,47057,39.2,42.09655256
NC,Beaufort,37013,40.7,43.70739003
KS,Geary,20061,40.4,43.38522254
TX,Cass,48067,40.3,43.27783337
IA,Cass,19029,42.3,45.42561667
AR,Union,5139,39,41.88177423
SD,Union,46127,38.5,41.34482841
MI,Gogebic,26053,34.2,36.72709433
IN,Brown,18013,36,38.66009929
WI,Oneida,55085,33.7,36.1901485
MS,Sharkey,28125,47.6,51.11724239
TN,Johnson,47091,36.1,38.76748845
KS,Marshall,20117,39.5,42.41872005
MT,Prairie,30079,34.9,37.47881848
MA,Hampden,25013,35.4,38.0157643
TX,Coryell,48099,41.6,44.67389251
OK,Cotton,40033,41.7,44.78128168
SC,Spartanburg,45083,34.5,37.04926182
SC,Allendale,45005,46,49.39901576
MN,Lyon,27083,36.6,39.30443428
FL,Indian River,12061,,
NE,Custer,31041,37.4,40.1635476
GA,Wheeler,13309,43.4,46.60689748
AR,Monroe,5095,42.7,45.85517332
IL,Pulaski,17153,41.7,44.78128168
TN,Sullivan,47163,36.2,38.87487762
IN,Putnam,18133,35.4,38.0157643
KS,Sherman,20181,39.4,42.31133089
IL,Cass,17017,37.6,40.37832593
MD,Allegany,24001,40.8,43.8147792
SC,Laurens,45059,43.1,46.28472998
OH,Highland,39071,44.2,47.4660108
SC,Williamsburg,45089,46.5,49.93596158
PA,York,42133,39.5,42.41872005
WI,Rock,55105,34.5,37.04926182
TN,White,47185,36.3,38.98226678
CA,Alameda,6001,25.1,26.95468034
MD,Prince George's,24033,40.1,43.06305504
TX,Robertson,48395,40,42.95566588
OH,Stark,39151,41.6,44.67389251
KS,Cheyenne,20023,38.2,41.02266091
GA,Calhoun,13037,46,49.39901576
TX,McMullen,48311,39.8,42.74088755
AR,Randolph,5121,42,45.10344917
IA,Hardin,19083,36.5,39.19704511
IL,Scott,17171,36.1,38.76748845
TX,Bexar,48029,38.7,41.55960674
NY,Lewis,36049,43.2,46.39211915
MS,Calhoun,28013,41.6,44.67389251
MI,Manistee,26101,33.2,35.65320268
TN,Lawrence,47099,41.1,44.13694669
CA,Riverside,6065,36,38.66009929
OK,Custer,40039,42.3,45.42561667
OR,Lincoln,41041,34.8,37.37142931
OH,Jefferson,39081,41.3,44.35172502
CO,Jackson,8057,28.6,30.7133011
OR,Coos,41011,36.1,38.76748845
SD,Douglas,46043,35.8,38.44532096
SD,Perkins,46105,35.2,37.80098597
NC,Anson,37007,43.1,46.28472998
TN,Morgan,47129,35.9,38.55271013
WA,Thurston,53067,32.5,34.90147853
IN,Warrick,18173,33.5,35.97537017
WV,Taylor,54091,41.3,44.35172502
TX,Howard,48227,39.9,42.84827671
SD,Todd,46121,46.7,50.15073991
LA,Assumption,22007,39,41.88177423
MO,Ripley,29181,44.6,47.89556745
NM,Guadalupe,35019,38.3,41.13005008
KY,Calloway,21035,37.8,40.59310425
GA,Clinch,13065,42.2,45.3182275
TX,Yoakum,48501,38.5,41.34482841
AK,Ketchikan Gateway,2130,33.6,36.08275934
MO,Harrison,29081,43.3,46.49950831
VA,Stafford,51179,38,40.80788258
KY,Jackson,21109,43.4,46.60689748
IN,Jefferson,18077,39.1,41.9891634
MN,Kittson,27069,35.4,38.0157643
OH,Mercer,39107,37.4,40.1635476
FL,Santa Rosa,12113,,
PA,Carbon,42025,36.6,39.30443428
MO,Taney,29213,36.5,39.19704511
KY,Anderson,21005,34.9,37.47881848
PA,Luzerne,42079,36.7,39.41182344
NC,Harnett,37085,40.5,43.4926117
WA,Asotin,53003,34.1,36.61970516
PA,Allegheny,42003,31.5,33.82758688
MO,Bollinger,29017,42.4,45.53300583
MT,Carbon,30009,31.6,33.93497604
PA,Snyder,42109,35.3,37.90837514
CA,Santa Cruz,6087,24.3,26.09556702
WI,Shawano,55115,36.4,39.08965595
MO,Livingston,29117,40.8,43.8147792
GA,Gordon,13129,37.4,40.1635476
AK,Fairbanks North Star,2090,33.2,35.65320268
ID,Cassia,16031,35.4,38.0157643
AL,Calhoun,1015,38.7,41.55960674
NE,Perkins,31135,40.9,43.92216836
TX,Liberty,48291,41.3,44.35172502
LA,Lincoln,22061,40.1,43.06305504
CO,Adams,8001,31.6,33.93497604
OH,Scioto,39145,47.3,50.7950749
VA,Charles City,51036,41.3,44.35172502
NH,Merrimack,33013,31.2,33.50541938
VA,Portsmouth,51740,47.4,50.90246407
IN,Jennings,18079,38.6,41.45221757
DE,New Castle,10003,34.7,37.26404015
VA,Richmond City,51760,32.5,34.90147853
GA,Rockdale,13247,41.5,44.56650335
IA,Warren,19181,37.7,40.48571509
AL,Lawrence,1079,41.7,44.78128168
IL,Logan,17107,35.8,38.44532096
KY,Hart,21099,38.9,41.77438507
NM,Curry,35009,33.5,35.97537017
GA,Dougherty,13095,40.6,43.60000087
VA,Gloucester,51073,35.6,38.23054263
UT,Utah,49049,29.1,31.25024693
WY,Sweetwater,56037,34.6,37.15665098
AZ,Cochise,4003,33.5,35.97537017
IL,Douglas,17041,36.1,38.76748845
CO,Sedgwick,8115,27.9,29.96157695
LA,Caddo,22017,41.3,44.35172502
SD,Custer,46033,38.6,41.45221757
CO,Gunnison,8051,23.2,24.91428621
NE,Garfield,31071,34.4,36.94187265
WI,Florence,55037,37.5,40.27093676
VA,Richmond,51159,38.6,41.45221757
CA,Mariposa,6043,29.7,31.89458191
MO,Randolph,29175,42.1,45.21083834
IL,Boone,17007,34.2,36.72709433
VA,Lancaster,51103,35.8,38.44532096
MN,Ramsey,27123,31.7,34.04236521
MS,Lauderdale,28075,43,46.17734082
OK,Rogers,40131,43,46.17734082
NC,Rockingham,37157,39.9,42.84827671
MI,Sanilac,26151,35.5,38.12315347
IA,Palo Alto,19147,38,40.80788258
OH,Erie,39043,41,44.02955752
LA,West Carroll,22123,40.8,43.8147792
KS,Anderson,20003,38.9,41.77438507
NE,Cass,31025,39.6,42.52610922
OK,Mayes,40097,42.3,45.42561667
GA,Lincoln,13181,38.7,41.55960674
VA,Amelia,51007,40.1,43.06305504
OK,Muskogee,40101,40.4,43.38522254
FL,Washington,12133,,
NY,Schuyler,36097,35.3,37.90837514
MS,Tippah,28139,40,42.95566588
GA,Newton,13217,40.4,43.38522254
VT,Franklin,50011,33.6,36.08275934
KY,Montgomery,21173,42.2,45.3182275
TX,Hill,48217,37.8,40.59310425
IL,Henderson,17071,35.3,37.90837514
TX,Swisher,48437,41.8,44.88867084
IN,Parke,18121,42.3,45.42561667
MN,Goodhue,27049,37.5,40.27093676
TX,Frio,48163,40.9,43.92216836
TX,Glasscock,48173,37.1,39.8413801
WV,Ohio,54069,38.6,41.45221757
FL,Hendry,12051,,
WY,Niobrara,56027,33.8,36.29753767
IA,Montgomery,19137,37.5,40.27093676
FL,Okeechobee,12093,,
WI,Calumet,55015,34.6,37.15665098
MO,Nodaway,29147,35.3,37.90837514
ID,Ada,16001,28.8,30.92807943
RI,Newport,44005,25.7,27.59901533
OH,Williams,39171,42,45.10344917
GA,Ware,13299,42.5,45.640395
SC,Jasper,45053,39.2,42.09655256
TX,Harrison,48203,38.6,41.45221757
IA,Decatur,19053,36,38.66009929
AZ,La Paz,4012,32.6,35.00886769
IL,Clinton,17027,35,37.58620764
OH,Preble,39135,40.3,43.27783337
WI,Iron,55051,36.2,38.87487762
FL,Bay,12005,,
MT,Missoula,30063,30.7,32.96847356
ND,Benson,38005,44.9,48.21773495
UT,Cache,49005,30.4,32.64630607
PA,Delaware,42045,32.6,35.00886769
PA,Clearfield,42033,37.4,40.1635476
NM,San Miguel,35047,34.4,36.94187265
NE,Sarpy,31153,37.2,39.94876927
ID,Valley,16085,31.2,33.50541938
AR,Hempstead,5057,44.6,47.89556745
IA,Buchanan,19019,35.5,38.12315347
NC,Chatham,37037,32.8,35.22364602
CA,Monterey,6053,27.3,29.31724196
LA,St. Landry,22097,39.9,42.84827671
IN,Hamilton,18057,29.1,31.25024693
TN,Cumberland,47035,36.9,39.62660177
IL,Fayette,17051,39.1,41.9891634
AK,Sitka,2220,32.1,34.47192187
NY,Onondaga,36067,36,38.66009929
GA,Macon,13193,43,46.17734082
IA,Lucas,19117,37.8,40.59310425
IN,Bartholomew,18005,36.6,39.30443428
GA,Taylor,13269,44.4,47.68078912
AL,Winston,1133,39.2,42.09655256
WV,Randolph,54083,39.5,42.41872005
CA,Tulare,6107,35.2,37.80098597
CO,Boulder,8013,16.9,18.14876883
SD,Miner,46097,35.9,38.55271013
VA,Danville,51590,44.3,47.57339996
NY,Clinton,36019,37.5,40.27093676
MN,Cass,27021,36.3,38.98226678
UT,Emery,49015,37.5,40.27093676
TX,Ellis,48139,37.7,40.48571509
KY,Floyd,21071,43.4,46.60689748
KS,Brown,20013,37.8,40.59310425
WV,Hampshire,54027,36.9,39.62660177
LA,Orleans,22071,34.8,37.37142931
KS,Pratt,20151,38.5,41.34482841
VA,Louisa,51109,36.2,38.87487762
IL,Greene,17061,37.5,40.27093676
KS,Ellsworth,20053,38.9,41.77438507
MN,Isanti,27059,33.6,36.08275934
MO,Newton,29145,40.8,43.8147792
IN,Scott,18143,38.5,41.34482841
TX,Bowie,48037,39.6,42.52610922
MS,Prentiss,28117,40,42.95566588
PA,Monroe,42089,33.3,35.76059184
TX,Jim Hogg,48247,42.7,45.85517332
KS,Logan,20109,39.6,42.52610922
KY,Cumberland,21057,43.5,46.71428664
PA,Bradford,42015,41.3,44.35172502
TX,Lampasas,48281,39.3,42.20394173
MI,Newaygo,26123,39.5,42.41872005
PA,Juniata,42067,36.8,39.51921261
TX,Callahan,48059,36,38.66009929
IL,Perry,17145,39.2,42.09655256
AR,Madison,5087,38.8,41.6669959
VA,Fredericksburg,51630,34,36.512316
CA,Humboldt,6023,32.5,34.90147853
LA,Winn,22127,39.7,42.63349838
MN,Rock,27133,35,37.58620764
TN,Hamilton,47065,34.9,37.47881848
WA,Lewis,53041,35.4,38.0157643
AZ,Pinal,4021,37.2,39.94876927
FL,Clay,12019,,
SC,Chesterfield,45025,39.4,42.31133089
VA,Clarke,51043,34.1,36.61970516
GA,Henry,13151,38.4,41.23743924
KS,Jefferson,20087,33.9,36.40492683
KY,Lewis,21135,43.5,46.71428664
NC,Montgomery,37123,37.3,40.05615843
TX,Polk,48373,42.3,45.42561667
VA,Washington,51191,37.3,40.05615843
NM,San Juan,35045,36.6,39.30443428
KY,Wolfe,21237,43.7,46.92906497
TX,Culberson,48109,41.9,44.99606001
NE,Gage,31067,41.2,44.24433585
KS,Edwards,20047,39.2,42.09655256
IL,Tazewell,17179,35.8,38.44532096
GA,Telfair,13271,42.9,46.06995165
LA,Vernon,22115,38.6,41.45221757
TX,Wilson,48493,36.5,39.19704511
KS,Stevens,20189,39.7,42.63349838
OH,Hancock,39063,37.2,39.94876927
SD,Sanborn,46111,36.2,38.87487762
MD,Caroline,24011,42.4,45.53300583
AR,Cross,5037,43.2,46.39211915
NY,Delaware,36025,33,35.43842435
MN,Washington,27163,31.4,33.72019771
TN,Cheatham,47021,34.2,36.72709433
NC,Gaston,37071,38.5,41.34482841
GA,Bleckley,13023,35.1,37.69359681
WA,Douglas,53017,32.5,34.90147853
SD,Bennett,46007,42.3,45.42561667
MS,Union,28145,41.2,44.24433585
SC,Marion,45067,41.8,44.88867084
SD,Lake,46079,33.7,36.1901485
MO,Wayne,29223,41.2,44.24433585
NE,Holt,31089,38.6,41.45221757
OR,Clatsop,41007,30.2,32.43152774
KS,Osborne,20141,38.5,41.34482841
OK,Le Flore,40079,42.9,46.06995165
